"switch" "arsenic" "dist" "assoc" "educ" "educ4" "use" "status_perceived" "well_shift"
"1554" "0" "286" "60.2550010681152" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1555" "0" "327" "66.3239974975586" "No" "5" "1-8" "Both" "Unsafe" "No"
"1556" "0" "345" "64.7939987182617" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1557" "0" "446" "37.8730010986328" "No" "8" "9-12" "Both" "Unsafe" "No"
"1558" "0" "332" "28.8899993896484" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1559" "0" "478" "46.6119995117188" "No" "5" "1-8" "Both" "Unsafe" "No"
"1560" "0" "386" "52.7290000915527" "No" "0" "0" "Both" "Unsafe" "No"
"1561" "0" "297" "58.0110015869141" "No" "10" "9-12" "Both" "Unsafe" "No"
"1562" "0" "272" "48.076000213623" "No" "5" "1-8" "Both" "Unsafe" "No"
"1563" "1" "301" "40.0929985046387" "No" "0" "0" "Both" "Unsafe" "Yes"
"1564" "0" "129" "71.3870010375977" "Yes" "12" "12+" "Both" "Unsafe" "No"
"1565" "0" "195" "74.2730026245117" "No" "0" "0" "Both" "Unsafe" "No"
"1566" "1" "528" "50.1150016784668" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1567" "1" "600" "70.6179962158203" "No" "0" "0" "Neither" "Unsafe" "No"
"1568" "1" "336" "75.3219985961914" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1569" "1" "261" "59.5800018310547" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1570" "1" "239" "80.6650009155273" "No" "0" "0" "Neither" "Unsafe" "No"
"1571" "1" "109" "44.3769989013672" "No" "12" "12+" "Neither" "Unsafe" "No"
"1572" "1" "375" "33.9939994812012" "No" "6" "9-12" "Neither" "Unsafe" "No"
"1573" "1" "124" "46.5460014343262" "No" "0" "0" "Neither" "Unsafe" "No"
"1574" "0" "474" "47.7309989929199" "No" "5" "1-8" "Both" "Unsafe" "No"
"1575" "0" "425" "37.4459991455078" "No" "0" "0" "Both" "Unsafe" "No"
"1576" "1" "136" "20.3939990997314" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1577" "1" "341" "30.1599998474121" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1578" "1" "272" "18.0100002288818" "No" "8" "9-12" "Neither" "Unsafe" "No"
"1579" "1" "260" "35.4249992370605" "Yes" "7" "9-12" "Both" "Don't Know" "Yes"
"1580" "0" "264" "57.6720008850098" "No" "0" "0" "Both" "Safe" "No"
"1581" "0" "334" "82.6340026855469" "No" "6" "9-12" "Both" "Safe" "No"
"1582" "1" "328" "68.5989990234375" "No" "10" "9-12" "Both" "Safe" "Yes"
"1583" "0" "362" "113.283996582031" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"1584" "0" "312" "72.6760025024414" "No" "7" "9-12" "Both" "Unsafe" "No"
"1585" "1" "183" "74.7490005493164" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"1586" "0" "298" "70.4219970703125" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1587" "0" "279" "60.2799987792969" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1588" "0" "224" "22.0979995727539" "No" "0" "0" "Both" "Unsafe" "No"
"1589" "1" "156" "54.984001159668" "Yes" "9" "9-12" "Both" "Safe" "Yes"
"1590" "1" "135" "28.625" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1591" "1" "195" "2.84899997711182" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1592" "1" "170" "3.38000011444092" "No" "8" "9-12" "Both" "Safe" "Yes"
"1593" "1" "115" "29.7810001373291" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1594" "0" "198" "17.8020000457764" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1595" "1" "96" "20.201000213623" "No" "6" "9-12" "Both" "Don't Know" "Yes"
"1596" "1" "148" "22.3990001678467" "No" "0" "0" "Both" "Don't Know" "No"
"1597" "0" "87" "12.5249996185303" "No" "0" "0" "Both" "Unsafe" "No"
"1598" "1" "63" "140.11799621582" "No" "0" "0" "Both" "Don't Know" "Yes"
"1599" "0" "121" "158.485000610352" "No" "0" "0" "Both" "Unsafe" "No"
"1600" "1" "205" "150.768997192383" "No" "0" "0" "Both" "Don't Know" "Yes"
"1601" "0" "296" "172.522003173828" "No" "0" "0" "Both" "Unsafe" "No"
"1602" "1" "140" "152.029006958008" "No" "0" "0" "Unfrequently" "Unsafe" "No"
"1603" "1" "264" "151.039001464844" "No" "0" "0" "Neither" "Unsafe" "No"
"1604" "1" "195" "165.416000366211" "No" "0" "0" "Neither" "Unsafe" "No"
"1605" "0" "554" "167.083999633789" "No" "0" "0" "Both" "Unsafe" "No"
"1606" "1" "112" "25.5779991149902" "No" "0" "0" "Neither" "Unsafe" "No"
"1607" "1" "218" "33.2999992370605" "No" "6" "9-12" "Neither" "Unsafe" "No"
"1608" "1" "302" "32.2050018310547" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1609" "0" "177" "18.0480003356934" "Yes" "0" "0" "Both" "Unsafe" "No"
"1610" "1" "146" "25.3059997558594" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1611" "1" "138" "10.3039999008179" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1612" "1" "163" "18.1849994659424" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1613" "1" "133" "10.1040000915527" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1614" "0" "348" "37.5219993591309" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1615" "1" "195" "15.4169998168945" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1616" "1" "84" "4.34100008010864" "No" "7" "9-12" "Both" "Safe" "Yes"
"1617" "1" "265" "20.5669994354248" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1618" "1" "156" "33.6790008544922" "No" "6" "9-12" "Neither" "Unsafe" "No"
"1619" "1" "69" "5.73400020599365" "No" "7" "9-12" "Both" "Unsafe" "No"
"1620" "1" "231" "27.5189990997314" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1621" "1" "114" "35.1580009460449" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1622" "1" "198" "13.5670003890991" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1623" "1" "182" "6.30900001525879" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1624" "0" "109" "43.5289993286133" "No" "6" "9-12" "Both" "Unsafe" "No"
"1625" "1" "56" "62.4000015258789" "No" "7" "9-12" "Neither" "Unsafe" "No"
"1626" "0" "218" "20.9370002746582" "No" "0" "0" "Both" "Unsafe" "No"
"1627" "0" "131" "20.4829998016357" "Yes" "0" "0" "Both" "Unsafe" "No"
"1628" "0" "106" "29.8759994506836" "Yes" "0" "0" "Both" "Don't Know" "No"
"1629" "0" "125" "23.1030006408691" "Yes" "0" "0" "Both" "Don't Know" "No"
"1630" "0" "87" "39.8230018615723" "No" "0" "0" "Both" "Unsafe" "No"
"1631" "1" "132" "52.3569984436035" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1632" "1" "184" "48.5299987792969" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1633" "1" "95" "23.9869995117188" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1634" "1" "112" "44.640998840332" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1635" "1" "132" "25.4200000762939" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1636" "1" "81" "63.9949989318848" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1637" "0" "57" "86.2910003662109" "Yes" "0" "0" "Both" "Unsafe" "No"
"1638" "1" "200" "88.7519989013672" "No" "4" "1-8" "Both" "Don't Know" "Yes"
"1639" "1" "122" "65.6360015869141" "No" "0" "0" "Both" "Don't Know" "Yes"
"1640" "0" "191" "95.302001953125" "No" "6" "9-12" "Both" "Don't Know" "No"
"1641" "1" "141" "67.4919967651367" "No" "6" "9-12" "Neither" "Unsafe" "No"
"1642" "0" "157" "58.6339988708496" "No" "6" "9-12" "Both" "Unsafe" "No"
"1643" "0" "111" "58.2109985351562" "No" "6" "9-12" "Both" "Unsafe" "No"
"1644" "0" "130" "77.8820037841797" "No" "0" "0" "Both" "Unsafe" "No"
"1645" "0" "105" "106.016998291016" "No" "6" "9-12" "Both" "Unsafe" "No"
"1646" "0" "95" "118.44100189209" "No" "7" "9-12" "Both" "Unsafe" "No"
"1647" "1" "168" "119.599998474121" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1648" "1" "126" "118.359001159668" "No" "0" "0" "Both" "Unsafe" "No"
"1649" "0" "134" "81.0120010375977" "No" "5" "1-8" "Both" "Unsafe" "No"
"1650" "1" "83" "19.6350002288818" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1651" "1" "107" "64.3570022583008" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"1652" "1" "100" "46.8660011291504" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1653" "1" "81" "33.7799987792969" "No" "4" "1-8" "Neither" "Don't Know" "No"
"1654" "0" "102" "39.6469993591309" "No" "5" "1-8" "Both" "Unsafe" "No"
"1655" "0" "79" "23.1450004577637" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1656" "0" "80" "11.3669996261597" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"1657" "1" "91" "16.6860008239746" "No" "7" "9-12" "Neither" "Unsafe" "No"
"1658" "0" "83" "16.4389991760254" "No" "7" "9-12" "Both" "Unsafe" "No"
"1659" "0" "98" "8.02999973297119" "No" "0" "0" "Both" "Unsafe" "No"
"1660" "1" "124" "35.9189987182617" "No" "8" "9-12" "Neither" "Unsafe" "No"
"1661" "0" "113" "46.0690002441406" "No" "0" "0" "Both" "Unsafe" "No"
"1662" "0" "68" "222.705993652344" "No" "5" "1-8" "Both" "Unsafe" "No"
"1663" "0" "156" "184.078994750977" "No" "10" "9-12" "Both" "Unsafe" "No"
"1664" "0" "157" "131.104995727539" "No" "5" "1-8" "Both" "Unsafe" "No"
"1665" "1" "442" "36.201000213623" "Yes" "6" "9-12" "Neither" "Unsafe" "No"
"1666" "1" "148" "42.9179992675781" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1667" "0" "149" "185.389999389648" "No" "8" "9-12" "Both" "Unsafe" "No"
"1668" "0" "137" "41.7029991149902" "Yes" "0" "0" "Both" "Unsafe" "No"
"1669" "0" "113" "63.9010009765625" "Yes" "0" "0" "Both" "Unsafe" "No"
"1670" "0" "121" "33.2669982910156" "Yes" "0" "0" "Both" "Unsafe" "No"
"1671" "0" "113" "21.7689990997314" "Yes" "0" "0" "Both" "Unsafe" "No"
"1672" "0" "86" "16.3209991455078" "Yes" "0" "0" "Both" "Unsafe" "No"
"1673" "0" "106" "19.9869995117188" "Yes" "10" "9-12" "Both" "Unsafe" "No"
"1674" "0" "89" "53.4790000915527" "Yes" "0" "0" "Both" "Unsafe" "No"
"1675" "0" "95" "58.5130004882812" "No" "0" "0" "Both" "Unsafe" "No"
"1676" "1" "146" "10.2419996261597" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1677" "1" "127" "47.4710006713867" "No" "0" "0" "Neither" "Unsafe" "No"
"1678" "1" "136" "73.4250030517578" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1679" "1" "114" "61.3520011901855" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1680" "0" "137" "46.5309982299805" "Yes" "0" "0" "Both" "Unsafe" "No"
"1681" "1" "127" "64.0210037231445" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1682" "1" "80" "33.5839996337891" "Yes" "5" "1-8" "Both" "Unsafe" "Yes"
"1683" "1" "94" "39.1469993591309" "No" "10" "9-12" "Both" "Don't Know" "Yes"
"1684" "0" "82" "42.8390007019043" "Yes" "0" "0" "Both" "Unsafe" "No"
"1685" "1" "242" "26.7689990997314" "No" "16" "12+" "Both" "Don't Know" "Yes"
"1686" "1" "281" "18.7000007629395" "No" "16" "12+" "Neither" "Unsafe" "No"
"1687" "1" "348" "22.2590007781982" "No" "16" "12+" "Neither" "Unsafe" "No"
"1688" "1" "232" "24.3010005950928" "No" "16" "12+" "Neither" "Unsafe" "No"
"1689" "1" "185" "29.3729991912842" "No" "16" "12+" "Neither" "Unsafe" "No"
"1690" "0" "383" "18.7600002288818" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1691" "0" "117" "22.193000793457" "Yes" "5" "1-8" "Drinking" "Unsafe" "No"
"1692" "1" "141" "17.003999710083" "No" "0" "0" "Unfrequently" "Unsafe" "No"
"1693" "0" "57" "7.80399990081787" "No" "0" "0" "Both" "Unsafe" "No"
"1694" "1" "193" "15.0100002288818" "No" "0" "0" "Neither" "Safe" "No"
"1695" "1" "119" "79.9440002441406" "No" "4" "1-8" "Both" "Don't Know" "No"
"1696" "0" "74" "43.5690002441406" "No" "8" "9-12" "Both" "Unsafe" "No"
"1697" "1" "71" "24.2119998931885" "No" "0" "0" "Neither" "Unsafe" "No"
"1698" "1" "94" "11.5190000534058" "No" "3" "1-8" "Neither" "Unsafe" "No"
"1699" "1" "152" "40.6310005187988" "Yes" "7" "9-12" "Neither" "Don't Know" "No"
"1700" "1" "267" "40.6360015869141" "No" "12" "12+" "Neither" "Unsafe" "No"
"1701" "1" "156" "29.0359992980957" "No" "9" "9-12" "Neither" "Unsafe" "No"
"1702" "1" "235" "19.2649993896484" "Yes" "8" "9-12" "Neither" "Unsafe" "No"
"1703" "1" "261" "32.7869987487793" "Yes" "0" "0" "Both" "Don't Know" "Yes"
"1704" "0" "123" "33.0519981384277" "Yes" "0" "0" "Both" "Unsafe" "No"
"1705" "1" "182" "44.2150001525879" "No" "5" "1-8" "Both" "Don't Know" "Yes"
"1706" "0" "142" "67.2480010986328" "No" "0" "0" "Both" "Unsafe" "No"
"1707" "1" "66" "17.3509998321533" "Yes" "0" "0" "Both" "Don't Know" "Yes"
"1708" "1" "197" "48.3689994812012" "No" "12" "12+" "Neither" "Unsafe" "No"
"1709" "1" "92" "147.863998413086" "No" "0" "0" "Neither" "Unsafe" "No"
"1710" "0" "200" "130.873992919922" "Yes" "0" "0" "Both" "Unsafe" "No"
"1711" "0" "94" "9.78699970245361" "No" "0" "0" "Both" "Unsafe" "No"
"1712" "0" "190" "177.330993652344" "Yes" "10" "9-12" "Both" "Unsafe" "No"
"1713" "1" "226" "218.542007446289" "No" "10" "9-12" "Neither" "Unsafe" "No"
"1714" "0" "179" "307.790985107422" "Yes" "0" "0" "Both" "Unsafe" "No"
"1715" "1" "311" "272.380004882812" "No" "10" "9-12" "Both" "Don't Know" "Yes"
"1716" "1" "448" "29.0069999694824" "No" "0" "0" "Both" "Don't Know" "Yes"
"1717" "0" "68" "26.2150001525879" "No" "7" "9-12" "Both" "Unsafe" "No"
"1718" "0" "221" "35.2239990234375" "No" "10" "9-12" "Both" "Unsafe" "No"
"1719" "1" "241" "37.4609985351562" "No" "4" "1-8" "Neither" "Unsafe" "No"
"1720" "1" "225" "9.57400035858154" "Yes" "7" "9-12" "Both" "Don't Know" "Yes"
"1721" "0" "132" "50.2459983825684" "No" "0" "0" "Both" "Unsafe" "No"
"1722" "0" "53" "15.2889995574951" "No" "0" "0" "Both" "Unsafe" "No"
"1723" "0" "61" "19.1609992980957" "No" "0" "0" "Both" "Unsafe" "No"
"1724" "0" "64" "31.1219997406006" "No" "5" "1-8" "Both" "Unsafe" "No"
"1725" "0" "250" "32.9630012512207" "No" "5" "1-8" "Both" "Unsafe" "No"
"1726" "0" "99" "30.4220008850098" "No" "0" "0" "Both" "Unsafe" "No"
"1727" "1" "323" "40.2210006713867" "No" "0" "0" "Neither" "Unsafe" "No"
"1728" "1" "78" "47.1319999694824" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"1729" "1" "72" "59.2760009765625" "Yes" "12" "12+" "Neither" "Unsafe" "No"
"1730" "1" "89" "31.261999130249" "No" "12" "12+" "Both" "Don't Know" "Yes"
"1731" "1" "294" "28.1900005340576" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1732" "0" "164" "20.5440006256104" "Yes" "0" "0" "Both" "Unsafe" "No"
"1733" "1" "118" "20.5820007324219" "Yes" "0" "0" "Both" "Don't Know" "Yes"
"1734" "0" "68" "38.2610015869141" "Yes" "0" "0" "Both" "Unsafe" "No"
"1735" "0" "142" "48.273998260498" "No" "8" "9-12" "Both" "Unsafe" "No"
"1736" "0" "69" "56.5579986572266" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1737" "0" "197" "34.7109985351562" "Yes" "12" "12+" "Both" "Unsafe" "No"
"1738" "1" "292" "44.4329986572266" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1739" "0" "97" "90.8109970092773" "No" "0" "0" "Both" "Unsafe" "No"
"1740" "0" "242" "83.0550003051758" "Yes" "0" "0" "Both" "Unsafe" "No"
"1741" "1" "748" "127.387001037598" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1742" "0" "728" "114.690002441406" "Yes" "0" "0" "Both" "Unsafe" "No"
"1743" "0" "204" "97.5329971313477" "Yes" "0" "0" "Both" "Unsafe" "No"
"1744" "1" "134" "79.5879974365234" "Yes" "7" "9-12" "Both" "Don't Know" "Yes"
"1745" "0" "184" "94.7559967041016" "No" "8" "9-12" "Both" "Unsafe" "No"
"1746" "0" "194" "73.3629989624023" "No" "5" "1-8" "Both" "Unsafe" "No"
"1747" "0" "172" "95.3030014038086" "Yes" "5" "1-8" "Both" "Unsafe" "No"
"1748" "0" "349" "149.992004394531" "No" "10" "9-12" "Both" "Unsafe" "No"
"1749" "0" "225" "148.714996337891" "No" "10" "9-12" "Both" "Unsafe" "No"
"1750" "1" "389" "163.041000366211" "Yes" "7" "9-12" "Both" "Don't Know" "Yes"
"1751" "1" "165" "79.556999206543" "Yes" "8" "9-12" "Both" "Safe" "Yes"
"1752" "1" "321" "69.8079986572266" "Yes" "6" "9-12" "Both" "Safe" "Yes"
"1753" "1" "281" "102.332000732422" "Yes" "12" "12+" "Both" "Safe" "Yes"
"1754" "0" "212" "79.4800033569336" "Yes" "8" "9-12" "Both" "Unsafe" "No"
"1755" "1" "106" "91.4410018920898" "Yes" "12" "12+" "Both" "Unsafe" "Yes"
"1756" "0" "130" "92.4899978637695" "No" "3" "1-8" "Both" "Unsafe" "No"
"1757" "1" "223" "81.9759979248047" "No" "8" "9-12" "Both" "Unsafe" "Yes"
"1758" "0" "220" "74.5110015869141" "Yes" "9" "9-12" "Both" "Unsafe" "No"
"1759" "1" "73" "14.7119998931885" "Yes" "0" "0" "Neither" "Don't Know" "Yes"
"1760" "1" "178" "29.1989994049072" "No" "5" "1-8" "Both" "Don't Know" "Yes"
"1761" "0" "779" "16.9300003051758" "No" "0" "0" "Both" "Unsafe" "No"
"1762" "1" "484" "14.6440000534058" "Yes" "0" "0" "Both" "Don't Know" "Yes"
"1763" "0" "390" "30.2140007019043" "Yes" "0" "0" "Both" "Unsafe" "No"
"1764" "0" "321" "34.8199996948242" "Yes" "0" "0" "Both" "Unsafe" "No"
"1765" "0" "233" "42.9720001220703" "Yes" "0" "0" "Both" "Unsafe" "No"
"1766" "0" "89" "34.7569999694824" "Yes" "0" "0" "Both" "Unsafe" "No"
"1767" "1" "237" "17.3819999694824" "No" "0" "0" "Neither" "Unsafe" "No"
"1768" "1" "254" "21.8880004882812" "No" "15" "12+" "Neither" "Unsafe" "No"
"1769" "1" "337" "72.8450012207031" "No" "15" "12+" "Neither" "Unsafe" "No"
"1770" "1" "256" "48.9090003967285" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"1771" "1" "492" "45.7610015869141" "No" "0" "0" "Neither" "Unsafe" "No"
"1772" "1" "496" "53.765998840332" "No" "0" "0" "Neither" "Unsafe" "No"
"1773" "0" "689" "54.3919982910156" "Yes" "0" "0" "Both" "Unsafe" "No"
"1774" "1" "238" "41.9000015258789" "No" "0" "0" "Neither" "Unsafe" "No"
"1775" "1" "632" "55.2529983520508" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1776" "1" "290" "19.4080009460449" "No" "9" "9-12" "Neither" "Unsafe" "No"
"1777" "1" "520" "23.2950000762939" "No" "0" "0" "Neither" "Unsafe" "No"
"1778" "1" "105" "16.4650001525879" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1779" "1" "109" "17.5709991455078" "Yes" "10" "9-12" "Neither" "Unsafe" "No"
"1780" "1" "161" "9.6569995880127" "No" "6" "9-12" "Neither" "Unsafe" "No"
"1781" "1" "203" "9.23499965667725" "No" "12" "12+" "Both" "Safe" "Yes"
"1782" "1" "82" "17.2859992980957" "No" "0" "0" "Neither" "Unsafe" "No"
"1783" "1" "67" "5.32800006866455" "No" "13" "12+" "Neither" "Unsafe" "No"
"1784" "0" "191" "4.55299997329712" "Yes" "3" "1-8" "Both" "Safe" "No"
"1785" "1" "149" "35.601001739502" "No" "14" "12+" "Both" "Don't Know" "Yes"
"1786" "0" "208" "13.4079999923706" "Yes" "0" "0" "Both" "Safe" "No"
"1787" "0" "199" "22.2840003967285" "No" "10" "9-12" "Both" "Don't Know" "No"
"1788" "0" "238" "38.8370018005371" "No" "4" "1-8" "Both" "Unsafe" "No"
"1789" "1" "187" "50.632999420166" "No" "0" "0" "Both" "Don't Know" "Yes"
"1790" "1" "98" "23.4729995727539" "No" "0" "0" "Both" "Safe" "Yes"
"1791" "0" "232" "25.181999206543" "No" "0" "0" "Both" "Unsafe" "No"
"1792" "1" "274" "34.8300018310547" "Yes" "0" "0" "Both" "Safe" "Yes"
"1793" "1" "321" "30.375" "No" "9" "9-12" "Neither" "Unsafe" "No"
"1794" "1" "140" "32.0060005187988" "Yes" "9" "9-12" "Both" "Safe" "No"
"1795" "0" "79" "13.9289999008179" "No" "0" "0" "Both" "Don't Know" "No"
"1796" "1" "109" "20.0330009460449" "Yes" "0" "0" "Drinking" "Unsafe" "No"
"1797" "1" "110" "24.0419998168945" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"1798" "1" "64" "12.8730001449585" "No" "0" "0" "Neither" "Don't Know" "No"
"1799" "1" "136" "6.99300003051758" "No" "0" "0" "Both" "Don't Know" "Yes"
"1800" "1" "184" "16.2609996795654" "No" "0" "0" "Neither" "Don't Know" "No"
"1801" "0" "232" "16.3430004119873" "No" "9" "9-12" "Both" "Safe" "No"
"1802" "1" "335" "13.6569995880127" "No" "12" "12+" "Neither" "Unsafe" "No"
"1803" "0" "172" "20.0259990692139" "No" "5" "1-8" "Both" "Safe" "No"
"1804" "0" "172" "15.0410003662109" "No" "10" "9-12" "Both" "Don't Know" "No"
"1805" "1" "197" "27.6480007171631" "No" "8" "9-12" "Neither" "Unsafe" "No"
"1806" "0" "72" "55.1259994506836" "No" "5" "1-8" "Drinking" "Safe" "No"
"1807" "1" "115" "40.8470001220703" "Yes" "10" "9-12" "Both" "Unsafe" "No"
"1808" "0" "176" "19.5849990844727" "Yes" "4" "1-8" "Drinking" "Don't Know" "No"
"1809" "1" "264" "56.2280006408691" "Yes" "0" "0" "Both" "Safe" "Yes"
"1810" "0" "171" "43.2799987792969" "Yes" "0" "0" "Both" "Unsafe" "No"
"1811" "1" "298" "42.0099983215332" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1812" "1" "55" "21.4160003662109" "Yes" "0" "0" "Both" "Safe" "No"
"1813" "1" "213" "21.5949993133545" "No" "0" "0" "Neither" "Unsafe" "No"
"1814" "1" "396" "12.3529996871948" "Yes" "0" "0" "Neither" "Don't Know" "Yes"
"1815" "1" "230" "12.4209995269775" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1816" "1" "479" "8.1569995880127" "No" "0" "0" "Neither" "Unsafe" "No"
"1817" "1" "117" "11.5769996643066" "No" "6" "9-12" "Neither" "Unsafe" "No"
"1818" "0" "507" "30.8500003814697" "No" "0" "0" "Both" "Unsafe" "No"
"1819" "1" "301" "64.2919998168945" "No" "9" "9-12" "Both" "Don't Know" "Yes"
"1820" "1" "173" "28.7520008087158" "Yes" "3" "1-8" "Both" "Don't Know" "Yes"
"1821" "0" "251" "24.2759990692139" "Yes" "9" "9-12" "Both" "Safe" "No"
"1822" "0" "63" "15.2659997940063" "No" "11" "12+" "Unfrequently" "Unsafe" "No"
"1823" "0" "118" "9.19299983978271" "Yes" "8" "9-12" "Both" "Safe" "No"
"1824" "1" "80" "23.8299999237061" "Yes" "0" "0" "Cooking" "Unsafe" "No"
"1825" "1" "659" "26.5349998474121" "Yes" "5" "1-8" "Both" "Safe" "No"
"1826" "1" "281" "14.9569997787476" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1827" "1" "190" "11.793999671936" "No" "9" "9-12" "Neither" "Unsafe" "No"
"1828" "1" "390" "29.8929996490479" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1829" "1" "558" "20.3589992523193" "No" "5" "1-8" "Both" "Unsafe" "Yes"
"1830" "1" "349" "43.5670013427734" "No" "3" "1-8" "Neither" "Unsafe" "No"
"1831" "1" "309" "30.4309997558594" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1832" "0" "392" "41.6080017089844" "No" "5" "1-8" "Both" "Don't Know" "No"
"1833" "0" "102" "47.9560012817383" "Yes" "0" "0" "Both" "Safe" "No"
"1834" "1" "135" "26.7830009460449" "No" "0" "0" "Neither" "Unsafe" "No"
"1835" "1" "98" "42.3250007629395" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1836" "1" "112" "78.9489974975586" "Yes" "5" "1-8" "Both" "Don't Know" "No"
"1837" "1" "82" "80.5690002441406" "Yes" "5" "1-8" "Neither" "Unsafe" "No"
"1838" "1" "99" "80.3239974975586" "Yes" "7" "9-12" "Both" "Safe" "No"
"1839" "1" "138" "54.9269981384277" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1840" "1" "91" "54.3899993896484" "No" "4" "1-8" "Neither" "Unsafe" "No"
"1841" "1" "127" "41.5950012207031" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1842" "0" "110" "57.1139984130859" "No" "5" "1-8" "Both" "Safe" "No"
"1843" "0" "64" "26.4449996948242" "No" "5" "1-8" "Both" "Don't Know" "No"
"1844" "1" "89" "21.6149997711182" "Yes" "0" "0" "Both" "Don't Know" "Yes"
"1845" "0" "78" "11.1429996490479" "No" "8" "9-12" "Both" "Don't Know" "No"
"1846" "1" "64" "17.0100002288818" "Yes" "8" "9-12" "Both" "Safe" "No"
"1847" "0" "73" "8.41300010681152" "Yes" "2" "1-8" "Both" "Safe" "No"
"1848" "1" "68" "4.2189998626709" "Yes" "0" "0" "Both" "Safe" "No"
"1849" "1" "233" "20.7059993743896" "Yes" "3" "1-8" "Neither" "Unsafe" "No"
"1850" "1" "244" "24.5359992980957" "Yes" "2" "1-8" "Both" "Safe" "Yes"
"1851" "1" "210" "5.95100021362305" "Yes" "2" "1-8" "Both" "Safe" "No"
"1852" "1" "190" "7.15799999237061" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1853" "1" "52" "23.8099994659424" "Yes" "0" "0" "Neither" "Unsafe" "No"
"1854" "1" "405" "87.2399978637695" "No" "5" "1-8" "Neither" "Unsafe" "No"
"1855" "1" "494" "12.4930000305176" "Yes" "8" "9-12" "Both" "Don't Know" "No"
"1856" "1" "573" "3.0699999332428" "Yes" "12" "12+" "Both" "Don't Know" "No"
"1857" "1" "350" "77.2289962768555" "Yes" "7" "9-12" "Neither" "Unsafe" "No"
"1858" "1" "207" "46.2890014648438" "Yes" "4" "1-8" "Neither" "Unsafe" "No"
"1859" "1" "252" "47.9659996032715" "Yes" "7" "9-12" "Both" "Safe" "No"
"1860" "0" "271" "41.6640014648438" "Yes" "5" "1-8" "Both" "Unsafe" "No"
